IsBadBuy,RefId
0.1434,68159
0.097,5895
0.0884,66236
0.0844,72252
0.0618,3374
0.113,61496
0.1748,30538
0.0836,72475
0.0216,2119
0.1628,7557
0.213,45253
0.0786,13943
0.0572,64915
0.132,60705
0.1322,59465
0.3566,16113
0.2702,17859
0.0532,3528
0.0536,50334
0.144,38272
0.1026,46293
0.132,25016
0.0508,42709
0.088,10233
0.0052,32313
0.0818,1179
0.115,20970
0.087,28692
0.2482,60715
0.0126,16205
0.3446,67120
0.0972,8486
0.0944,22967
0.0438,6584
0.1368,15371
0.124,55031
0.0408,67151
0.2946,48383
0.0786,33205
0.0316,3583
0.0428,25227
0.026,48547
0.0698,63581
0.2378,30402
0.705,11912
0.401,1950
0.0498,26709
0.056,66539
0.0666,47972
0.0056,9430
0.1402,65704
0.1236,45619
0.0586,26622
0.192,45946
0.1152,33771
0.0328,27901
0.0524,39484
0.0932,57218
0.032,9562
0.064,69486
0.0916,67233
0.0402,63590
0.4358,18465
0.3604,38502
0.1414,64752
0.0178,31553
0.0664,72233
0.0352,24351
0.514,67915
0.2012,50045
0.002,29314
0.0606,68303
0.2066,26636
0.1744,48606
0.1874,4561
0.005,62527
0.0618,62869
0.0526,63732
0.0558,3379
0.1452,46374
0.1588,64919
0.2244,12129
0.1142,59390
0.07,8614
0.1486,60398
0.173,45644
0.0208,10319
0.0702,42353
0.0416,19578
0.2382,56796
0.0886,12779
0.1396,40327
0.0252,38729
0.022,52523
0.0096,62877
0.0282,4045
0.063,48524
0.1016,25023
0.0722,44241
0.0016,55846
0.0986,17752
0.0038,24581
0.072,41264
0.1158,45704
0.1656,13297
0.0344,7286
0.0942,43983
0.072,62546
0.0312,28990
0.1426,70720
0.0228,31660
0.0552,8953
0.015,52895
0.0772,24613
0.1502,52150
0.0842,11431
0.2122,13963
0.0194,35387
0.3028,61702
0.0394,47714
0.0772,3203
0.1988,27532
0.5038,57854
0.2934,15887
0.0996,38291
0.025,43700
0.0494,69611
0.0762,34098
0.18,35867
0.0024,40752
0.2542,15845
0.0812,10082
0.1098,28837
0.1788,41582
0.0884,35039
0.0576,10212
0.1572,13756
0.0164,11013
0.0384,11791
0.1102,57285
0.1,14848
0.5398,68940
0.1866,12334
0.126,65557
0.1356,13551
0.1494,45820
0.1014,45227
0.084,27023
0.0008,53136
0.3016,24718
0.0126,54588
0.3132,5779
0.0432,66624
0.0024,7826
0.1126,25317
0.2144,34964
0.2004,7793
0.2836,70945
0.0302,35020
0.046,68087
0.0878,3519
0.1238,9816
0.0454,34191
0.0384,17961
0.0682,45260
0.0422,39541
0.3644,40990
0.0066,55038
0.1502,734
0.1428,68626
0.0986,2607
0.1496,50203
0.2926,28400
0.0002,31436
0.0732,35169
0.0916,727
0.0554,63435
0.088,39900
0.0672,67869
0.0056,52526
0.2008,11537
0.3576,61439
0.0006,27926
0.1132,12184
0.0566,20834
0.1134,60523
0.0484,69223
0.0756,20499
0.0398,1110
0.0596,39365
0.317,61211
0.0396,32281
0.0468,69798
0.1086,4543
0.0948,39164
0.1784,52877
0.1364,45200
0.0056,24945
0.0294,31320
0.0498,72279
0.1854,34351
0.3284,49006
0.6098,26254
0.1366,41474
0.0498,15386
0.0302,46053
0.029,59860
0.131,7825
0.0716,46387
0.0914,11011
0.2892,11418
0.2158,3703
0.589,42243
0.1636,48685
0.2616,51598
0.0484,20183
0.0662,65517
0.0934,39011
0.1108,62841
0.1724,16266
0.0906,42059
0.5004,1726
0.2188,14124
0.1324,49016
0.3178,3958
0.293,51263
0.1614,14298
0.1642,25417
0.0024,25489
0.7624,56150
0.2638,50711
0.0008,53435
0.3404,25714
0.0518,62112
0.1216,72257
0.0956,72923
0.136,9967
0.0218,3940
0.0026,50307
0.242,30965
0.029,43452
0.0854,21232
0.134,38880
0.0004,55288
0.017,39515
0.132,51431
0.048,7172
0.1692,30039
0.1858,31855
0.1068,62331
0.7514,70441
0.3628,37660
0.0998,70524
0.003,61442
0.6924,70262
0.0398,216
0.2134,18843
0.027,36998
0.0144,22518
0.0248,12141
0.07,43357
0.128,28466
0.0494,71893
0.0982,21327
0.0204,47514
0.04,50756
0.0074,55982
0.0312,26285
0.0398,7757
0.0378,3190
0.0606,1994
0.0944,62236
0.0072,43349
0.0664,43190
0.106,34024
0.1016,68400
0.1668,44696
0.137,29999
0.2372,1700
0.0918,44056
0.0888,3915
0.1264,32828
0.0248,34602
0.0566,21991
0.1952,32995
0.1444,1929
0.1176,17564
0.5686,70474
0.0252,12255
0.3386,65603
0.1612,68494
0.0288,63154
0.1052,50900
0.096,56019
0.0964,57415
0.0106,55222
0.0028,29476
0.0974,4709
0.4858,53615
0.0608,59675
0.154,4167
0.0076,34394
0.61,70235
0.0204,46572
0.6166,42183
0.1396,70832
0.3448,37622
0.1562,12422
0.7914,4195
0.065,12847
0.6986,72122
0.0494,38235
0.1486,69017
0.1234,39014
0.1162,33953
0.3376,7666
0.074,35982
0.0412,53013
0.0878,66185
0.0906,62897
0.1362,33752
0.07,68939
0.0598,67076
0.0056,29620
0.155,4673
0.8864,23466
0.0698,41753
0.225,38326
0.0954,20086
0.2318,41572
0.1572,26747
0.2072,16479
0.1494,550
0.208,63141
0.0616,49235
0.1108,66570
0.0398,28977
0.7698,16052
0.0588,11379
0.0804,45169
0.117,7643
0.0728,46371
0.1956,47897
0.0496,42437
0.6712,25267
0.0594,54435
0.0044,57365
0.1408,69165
0.0316,40648
0.4858,70691
0.0052,53540
0.2382,12512
0.371,42704
0.0196,42300
0.2736,60213
0.0728,1998
0.1784,34180
0.0534,3882
0.0776,38322
0.0824,20034
0.1628,60762
0.398,66302
0.1164,51232
0.2114,47538
0.0162,46270
0.0902,72306
0.1198,7923
0.0564,21568
0.0196,32292
0.1924,57263
0.0814,6651
0.0184,54742
0.0036,44505
0.0088,46673
0.2896,57450
0.0344,16694
0.3016,62747
0.2572,52913
0.07,45174
0.0196,3731
0.2706,48190
0.0424,46649
0.0454,32918
0.1346,3344
0.0504,6142
0.0512,58133
0.145,37624
0.1376,40261
0.364,4638
0.0546,21702
0.4254,51250
0.4762,68474
0.3948,51260
0.1584,58703
0.074,24010
0.0268,21629
0.0,53404
0.276,51273
0.069,437
0.0326,63436
0.1244,605
0.0558,70068
0.1056,23546
0.1036,37580
0.1386,66702
0.0296,67204
0.0128,28883
0.768,70527
0.0524,61931
0.0898,70841
0.3514,10980
0.0312,38808
0.2118,41328
0.0286,3764
0.0968,66351
0.036,18872
0.086,61613
0.1714,43101
0.1284,459
0.0142,4811
0.0918,41853
0.3208,49547
0.0184,23310
0.0652,52336
0.0522,25420
0.1632,28898
0.532,27873
0.2192,59760
0.0356,1349
0.1156,23758
0.0014,15490
0.0768,24349
0.083,40045
0.0598,9330
0.0968,63483
0.0702,56227
0.8038,2422
0.1438,68397
0.0504,26179
0.1498,44253
0.0572,39210
0.0664,51300
0.0072,30756
0.0152,38878
0.419,12686
0.3384,54952
0.1396,58056
0.0558,72620
0.1624,23663
0.0316,26941
0.1408,30164
0.052,65352
0.24,36500
0.0312,55567
0.0646,67418
0.1966,64287
0.0084,9746
0.0976,33650
0.1512,64000
0.003,39932
0.1432,48387
0.082,68859
0.071,65567
0.046,72886
0.2716,37556
0.1282,72892
0.0002,51787
0.112,70081
0.0882,18520
0.732,1624
0.093,42127
0.0032,53088
0.1862,21900
0.3472,63047
0.0522,16784
0.149,48896
0.2056,54836
0.2618,30016
0.1344,30817
0.1186,30047
0.048,37202
0.0262,33304
0.038,53622
0.0418,519
0.0654,37461
0.1208,22075
0.3716,16417
0.0042,53653
0.0376,11089
0.04,54679
0.0286,51742
0.071,59869
0.2918,23637
0.224,58260
0.2592,42999
0.142,25082
0.2458,64014
0.0664,12360
0.1214,38378
0.0798,39779
0.0294,6147
0.0762,16203
0.11,72530
0.0842,40899
0.0312,63844
0.1532,56144
0.1268,30759
0.0722,4598
0.008,72666
0.0776,3858
0.1024,12140
0.0354,54038
0.0234,33994
0.1862,68203
0.0704,51725
0.0748,66863
0.0948,44278
0.0706,42082
0.1366,25415
0.0236,37957
0.0804,12470
0.1036,970
0.0198,2045
0.1078,63652
0.1376,28113
0.1656,9922
0.0218,3146
0.0958,47164
0.15,52276
0.0168,52573
0.1354,65540
0.163,8636
0.1544,5771
0.0958,67692
0.0942,30457
0.238,70785
0.3058,6254
0.039,70297
0.0494,10694
0.4102,31575
0.2104,42841
0.1242,12001
0.5184,67073
0.0238,63051
0.1144,43473
0.1842,61042
0.8364,21566
0.1586,7117
0.0384,33925
0.5182,69533
0.0812,8043
0.1896,23667
0.056,11862
0.036,12620
0.0542,27580
0.0982,4924
0.1882,58734
0.069,1394
0.2392,317
0.3176,15798
0.1616,11910
0.038,8317
0.09,17183
0.0338,4682
0.1826,42394
0.1066,27429
0.2136,24774
0.1138,32829
0.0532,42944
0.134,18599
0.2268,15195
0.0154,5308
0.0678,21059
0.0956,46663
0.0176,32564
0.692,7539
0.1442,52654
0.07,718
0.0998,19977
0.1514,69183
0.1034,315
0.057,63862
0.001,53312
0.0074,39010
0.1174,5526
0.1044,38100
0.2432,35625
0.0058,65217
0.013,6627
0.1372,55007
0.3782,937
0.0474,72911
0.2254,69948
0.3336,41896
0.1414,45204
0.057,9276
0.002,53752
0.0268,50097
0.0484,4680
0.225,28679
0.1894,48861
0.1488,21648
0.0264,28975
0.0892,9906
0.2708,27428
0.1878,10262
0.0586,33697
0.045,42424
0.0238,32850
0.011,55646
0.2386,20560
0.0012,31596
0.0508,50682
0.2416,1618
0.1432,16283
0.0518,42586
0.1554,30340
0.13,30748
0.2142,57343
0.094,22856
0.0754,19714
0.0888,7041
0.0642,16949
0.1062,25968
0.0454,58510
0.0788,59521
0.0682,52787
0.025,21649
0.136,22440
0.214,47632
0.0658,36499
0.076,4715
0.2158,34265
0.0366,62131
0.0668,60580
0.0614,36476
0.088,23928
0.223,72247
0.119,66225
0.2482,62714
0.0982,21274
0.2178,18804
0.0382,18150
0.082,28423
0.1462,18955
0.0008,53353
0.1392,69224
0.3044,39933
0.4268,19653
0.1576,67015
0.1082,39798
0.1136,18294
0.5044,6967
0.0766,44755
0.0264,61236
0.1128,54800
0.0386,11789
0.0494,70008
0.1206,8673
0.132,61071
0.101,61126
0.2844,29947
0.1328,26611
0.0582,9347
0.0042,40547
0.11,22860
0.0748,49317
0.0916,62545
0.0482,65039
0.2948,59145
0.064,16881
0.028,53314
0.2174,40987
0.1562,49
0.0586,52233
0.0146,50137
0.001,13118
0.0,37216
0.0578,67345
0.0616,18332
0.3926,53115
0.0522,47399
0.095,28680
0.0156,15408
0.0136,29633
0.1504,34125
0.3528,45148
0.0548,56948
0.0542,43170
0.1076,23146
0.128,60129
0.0026,54009
0.0244,11712
0.163,41599
0.0606,49977
0.0298,62559
0.0764,39745
0.2032,25849
0.3278,10919
0.1446,2294
0.2098,1732
0.0074,39196
0.1332,61761
0.1448,2921
0.0488,9436
0.2322,60191
0.0668,18354
0.181,21235
0.068,59402
0.0018,51287
0.1482,16462
0.1784,19093
0.0128,45225
0.6656,60505
0.0312,2468
0.0068,56855
0.1532,47270
0.1006,60448
0.1324,26018
0.0196,35384
0.0616,18297
0.1456,69230
0.0362,53268
0.3408,62581
0.071,47233
0.198,29037
0.0462,35876
0.02,1546
0.2236,21075
0.0992,33511
0.093,68375
0.0902,25685
0.2612,28247
0.317,27210
0.0016,56498
0.2342,47073
0.0106,27626
0.1368,72455
0.0082,18674
0.05,18380
0.1464,59449
0.0698,58201
0.0772,44034
0.3858,45758
0.2004,196
0.0052,43419
0.0942,19937
0.0336,57840
0.0788,41656
0.1066,51533
0.0042,29628
0.1738,63486
0.0636,3441
0.0594,19271
0.0984,17744
0.135,35284
0.1598,43923
0.1828,41915
0.047,41227
0.0016,29502
0.1402,61319
0.168,46110
0.071,31132
0.0084,48070
0.0336,38797
0.285,72669
0.0294,39216
0.1652,9688
0.3516,48535
0.0048,64925
0.0662,70101
0.0488,61115
0.0024,30127
0.0962,42726
0.1458,28800
0.154,51529
0.0974,68187
0.1438,27611
0.0822,5564
0.0836,69590
0.184,25523
0.0268,63950
0.2138,64167
0.0198,63852
0.0014,31485
0.1342,14886
0.3666,52367
0.0508,24616
0.4154,47013
0.2522,55706
0.1348,65950
0.16,68179
0.1272,1216
0.0364,9916
0.1612,3559
0.0862,16699
0.0292,30977
0.1898,14355
0.1336,42244
0.1648,30040
0.1342,47078
0.0772,70934
0.126,22979
0.1502,72312
0.2228,46343
0.2002,34573
0.0044,29530
0.037,46512
0.0654,47569
0.0458,10997
0.041,71993
0.035,43958
0.0726,39325
0.0044,48758
0.0596,23088
0.0762,45991
0.0914,4704
0.1258,51950
0.0116,57222
0.0578,23938
0.1522,60386
0.1006,71863
0.2238,36805
0.0586,58234
0.261,41663
0.1516,57014
0.136,32702
0.0704,31875
0.1652,17380
0.0476,26191
0.0882,17280
0.212,40775
0.0476,5196
0.146,26769
0.08,32088
0.0692,898
0.0794,54760
0.0828,36181
0.0908,11810
0.0,43336
0.1186,53489
0.2236,22901
0.2976,56312
0.1608,1456
0.1224,9766
0.0794,45456
0.057,47705
0.0494,26256
0.5474,42070
0.1964,68577
0.0168,40841
0.1386,51114
0.02,21067
0.1698,60909
0.3528,50947
0.1388,10978
0.0752,2806
0.0982,303
0.1992,12164
0.091,39500
0.1038,68705
0.0708,8587
0.0592,60250
0.2576,12175
0.1164,17699
0.024,58820
0.046,43126
0.0936,30550
0.0212,14217
0.18,57335
0.6462,64168
0.2476,59429
0.1718,58508
0.0818,20838
0.0396,16108
0.0,53173
0.1748,25813
0.136,22906
0.006,22454
0.121,10518
0.1102,22845
0.067,30303
0.2116,12437
0.0118,37708
0.0652,42029
0.1852,18929
0.0526,24143
0.0558,46893
0.1962,28933
0.014,36568
0.2066,24800
0.1058,19871
0.1826,45877
0.118,10705
0.0502,46090
0.068,64103
0.0254,23262
0.2116,50658
0.0738,59798
0.0928,11489
0.1096,39793
0.03,72343
0.068,25988
0.1938,9902
0.113,48266
0.1838,18660
0.1082,42261
0.0512,56203
0.1052,6566
0.1452,2513
0.3342,16971
0.309,34700
0.0932,1944
0.2816,12011
0.1086,69372
0.1188,47340
0.0172,58282
0.0052,55196
0.1192,21133
0.0916,17187
0.0002,55966
0.0114,14404
0.1334,16968
0.0788,66120
0.0456,49485
0.3122,19998
0.2072,23119
0.0566,72550
0.1166,23226
0.0416,31590
0.1022,31859
0.0002,54394
0.1582,10940
0.0426,13423
0.0888,664
0.1324,58786
0.13,39767
0.0108,41871
0.1032,63598
0.0466,33858
0.2524,14597
0.009,44751
0.0074,50320
0.0404,4435
0.0334,70713
0.0376,63682
0.0004,29226
0.6946,4040
0.0,53886
0.152,5289
0.503,29057
0.2342,12776
0.0434,9545
0.0966,29025
0.0946,46580
0.1142,39880
0.005,31240
0.041,70291
0.1116,70067
0.2916,61990
0.0856,22229
0.007,37714
0.1094,48737
0.0064,32364
0.0976,39695
0.1824,15131
0.0468,18771
0.0086,56610
0.049,12365
0.1956,29888
0.031,26761
0.0536,52199
0.1206,64389
0.0518,37988
0.0516,51844
0.1566,72579
0.06,14030
0.2218,51973
0.0562,16229
0.1016,69176
0.101,58274
0.0004,55525
0.0426,19632
0.1818,65932
0.0746,16780
0.0606,47753
0.1852,20476
0.6228,69953
0.0888,65989
0.3464,65738
0.1818,44251
0.0634,23672
0.0306,58120
0.0102,16021
0.0312,59557
0.044,71042
0.0582,13213
0.1654,1644
0.1204,21814
0.0764,5894
0.2026,56086
0.0424,20923
0.2968,4185
0.0328,56293
0.19,37559
0.0082,15735
0.1216,8632
0.0728,19224
0.0566,66366
0.0522,12606
0.0004,29651
0.1716,70879
0.1,32652
0.0684,25557
0.2496,71692
0.2688,23764
0.0038,55847
0.0008,53774
0.4274,61459
0.3776,7316
0.1362,42041
0.1828,1587
0.091,30101
0.1696,36934
0.1558,49676
0.0168,15004
0.0156,67761
0.1422,25512
0.2254,54748
0.2958,57147
0.4098,61237
0.1946,21320
0.1424,20793
0.2002,3770
0.081,43685
0.3936,57505
0.0956,1163
0.0644,6404
0.3076,16251
0.039,55029
0.087,7000
0.1006,7481
0.1644,17389
0.1722,32755
0.0834,6494
0.0382,13073
0.046,22595
0.136,39059
0.2216,46495
0.1898,48067
0.687,17964
0.2288,41912
0.2036,26695
0.0778,68633
0.7544,71519
0.057,35351
0.0546,16760
0.0638,61586
0.1154,38083
0.1468,32969
0.1146,21425
0.1412,52809
0.1576,3120
0.0502,71413
0.0822,69182
0.0738,41137
0.0484,11289
0.1636,18894
0.1148,3461
0.587,32001
0.1262,21135
0.1328,40209
0.4484,28193
0.0708,71314
0.1634,25395
0.2968,11194
0.0978,25704
0.0586,66288
0.1076,5600
0.0238,38977
0.188,13242
0.1132,19027
0.191,6435
0.052,556
0.1356,61755
0.1462,33628
0.0212,2617
0.0676,10780
0.0006,31423
0.1018,66836
0.038,48779
0.0744,9582
0.0022,50343
0.0754,47693
0.037,26110
0.0566,68427
0.0184,60019
0.1454,15382
0.106,47611
0.0194,43453
0.1196,896
0.0056,38992
0.1746,49668
0.1454,58828
0.4892,11980
0.0032,53584
0.1286,28807
0.1548,3304
0.0284,22030
0.2818,25186
0.5354,3124
0.0026,65621
0.0148,33077
0.0324,59619
0.047,12060
0.0256,33503
0.4072,8166
0.0738,14819
0.0398,71957
0.027,52563
0.0392,45355
0.044,52084
0.8112,25992
0.1452,66599
0.1144,27562
0.0866,30744
0.144,42459
0.2472,7458
0.045,30556
0.0854,5468
0.0138,37206
0.0658,421
0.0342,11263
0.163,34365
0.2788,22877
0.0326,40372
0.1484,12923
0.257,32130
0.0334,67153
0.2846,21779
0.189,49616
0.0702,13052
0.1952,34549
0.1196,4710
0.0384,28319
0.0568,66293
0.2092,22044
0.0952,45587
0.0712,37329
0.0518,19754
0.1418,56126
0.4664,12299
0.0738,23050
0.0434,48349
0.1048,17338
0.0058,1475
0.0536,14674
0.0288,13490
0.059,41125
0.2558,54431
0.1392,10492
0.1104,28647
0.0432,70174
0.1606,57865
0.0606,3088
0.2468,59500
0.0406,62985
0.0816,18020
0.083,57671
0.0592,35462
0.2734,64808
0.1176,42405
0.0516,18030
0.3466,66142
0.1758,50250
0.2204,18275
0.0784,9800
0.045,44826
0.035,53947
0.0626,9754
0.414,49373
0.1226,25717
0.1802,49608
0.0,29764
0.1596,25184
0.0366,66212
0.021,10961
0.0666,69846
0.178,62464
0.0368,54481
0.1314,293
0.4302,27447
0.0042,29634
0.0524,69832
0.0294,8809
0.1338,19246
0.0268,21076
0.1786,25827
0.0052,48483
0.03,70614
0.0414,72522
0.0584,10801
0.1882,51203
0.2142,69044
0.288,33088
0.1522,48892
0.0878,68704
0.0786,1150
0.117,26922
0.0014,31483
0.0656,68391
0.0398,61578
0.0174,40528
0.1508,32061
0.0828,54990
0.069,21828
0.1146,36409
0.0986,37605
0.1148,30733
0.1104,50413
0.021,50909
0.0488,61812
0.063,20117
0.0542,70986
0.0412,50385
0.885,29263
0.0272,22970
0.4802,68790
0.677,71118
0.0774,60109
0.137,35086
0.0052,55657
0.2466,13492
0.0678,15596
0.0116,28901
0.1938,71213
0.1138,59586
0.0538,14893
0.1542,17074
0.1276,58289
0.0512,12228
0.0696,58165
0.16,12544
0.0626,55553
0.059,60498
0.025,41063
0.0608,16692
0.1176,62211
0.0222,61401
0.1034,29001
0.4158,7986
0.0466,62812
0.105,49291
0.0324,14865
0.0208,19125
0.0242,32280
0.0322,51460
0.1228,45627
0.0908,62261
0.02,37117
0.0588,19240
0.412,45150
0.2416,61942
0.0208,56565
0.1008,27504
0.0024,29760
0.028,66981
0.0018,55376
0.1502,35729
0.0016,55486
0.0702,21339
0.0338,44677
0.0186,36963
0.0442,50645
0.1608,24356
0.056,25738
0.1098,48314
0.079,18803
0.0254,52994
0.0448,30360
0.0002,31686
0.0098,67019
0.0602,64283
0.2888,14942
0.0322,35695
0.0396,63484
0.061,41076
0.0324,36131
0.1368,64989
0.0006,53148
0.0844,8570
0.1842,68384
0.0084,19307
0.098,46522
0.0818,54305
0.5478,71066
0.0282,37603
0.1746,9527
0.1556,47418
0.046,65356
0.2746,33572
0.1988,7913
0.1386,210
0.0592,66571
0.0518,56713
0.1148,14091
0.078,43413
0.0254,72488
0.0728,57466
0.0938,20987
0.0444,10796
0.1246,56418
0.3706,52444
0.1386,6476
0.1744,38519
0.0822,59942
0.6312,17801
0.0324,60068
0.3572,72173
0.1988,6912
0.304,51502
0.0826,65323
0.123,21954
0.0624,14271
0.1432,17558
0.1608,43020
0.861,66612
0.2644,68437
0.5212,19557
0.3754,21754
0.1196,986
0.0222,52256
0.1068,30325
0.009,25525
0.036,70004
0.0298,8574
0.0554,20908
0.0352,57689
0.0094,40911
0.043,21402
0.0986,9336
0.1878,3423
0.1024,63540
0.268,51150
0.0566,49460
0.1082,26208
0.2292,59434
0.1258,12816
0.1724,50060
0.1768,10271
0.0346,19450
0.2902,38360
0.1264,35194
0.0758,25893
0.1668,23856
0.2044,18993
0.0206,48113
0.1754,1855
0.144,25942
0.06,57997
0.0144,38656
0.078,22174
0.0828,67437
0.286,43606
0.044,6633
0.0372,64153
0.0006,24527
0.023,53983
0.0006,55950
0.0762,69280
0.096,49496
0.093,60568
0.0602,44387
0.6178,41971
0.0862,9328
0.0384,9915
0.1078,39743
0.1264,23507
0.1012,50121
0.0512,34831
0.121,59996
0.106,21710
0.1746,63088
0.3002,69483
0.0356,70182
0.0736,11005
0.3478,60102
0.0942,66692
0.1522,69275
0.0118,10203
0.154,35320
0.1844,33629
0.049,8409
0.0084,42918
0.0082,7340
0.0518,12862
0.2572,57233
0.001,12801
0.2264,14979
0.133,21088
0.0112,62900
0.052,33324
0.7054,57584
0.063,50421
0.0422,34863
0.0542,65186
0.0388,28723
0.173,47053
0.2444,68662
0.1088,21509
0.042,36928
0.038,14682
0.133,17376
0.0554,18795
0.0802,20968
0.2222,72677
0.0632,41935
0.0816,7359
0.0014,55661
0.6884,12397
0.0808,59101
0.1176,52892
0.0206,54698
0.082,28102
0.1878,28664
0.0526,34842
0.0656,62104
0.0508,47254
0.7796,69056
0.441,49612
0.1026,6306
0.0256,55132
0.0486,39727
0.1586,85
0.3864,45637
0.0942,27177
0.0774,63433
0.708,12068
0.0322,11763
0.055,51003
0.106,62098
0.0476,23914
0.0294,62443
0.0004,31340
0.0542,24752
0.0688,50719
0.0062,53695
0.0714,65049
0.1282,46037
0.262,71896
0.1226,16895
0.1076,28543
0.1164,27637
0.127,8904
0.0522,57491
0.1174,10707
0.0986,33289
0.0652,58525
0.04,4766
0.0174,3443
0.081,66462
0.1498,41966
0.1002,60639
0.1044,40338
0.0256,57500
0.0248,40931
0.2662,51089
0.077,2296
0.0036,31414
0.111,68972
0.191,60241
0.107,67359
0.0364,31803
0.211,60573
0.0696,40186
0.119,16915
0.0286,56082
0.1276,50592
0.1092,25819
0.1436,65792
0.042,40063
0.0452,62699
0.1128,29772
0.1782,58468
0.9788,30996
0.0926,70820
0.1624,37324
0.1148,26800
0.0624,35495
0.1046,33630
0.4,113
0.7416,68563
0.1676,14026
0.0046,38704
0.04,65543
0.014,27955
0.2824,969
0.0372,68317
0.1974,31957
0.0138,54846
0.1488,54992
0.026,54808
0.136,41988
0.021,49310
0.4032,37169
0.0024,21334
0.0294,16432
0.017,22778
0.1084,23357
0.089,70817
0.2338,49886
0.053,56399
0.0134,63771
0.1314,36001
0.3256,64790
0.3654,56745
0.143,59351
0.1538,8837
0.0876,19251
0.0502,432
0.0664,27350
0.0718,67799
0.11,34209
0.0514,65386
0.1356,31141
0.0532,58389
0.2578,59956
0.0666,36944
0.0444,2505
0.187,18239
0.0626,55740
0.0388,28546
0.1198,41793
0.252,5294
0.0342,52297
0.093,59997
0.084,36089
0.0466,22897
0.1494,1586
0.1638,22884
0.1346,34764
0.1426,37791
0.0638,48239
0.0686,68103
0.363,50327
0.794,60197
0.1152,28380
0.0958,44224
0.426,6399
0.0624,42693
0.0282,52843
0.1068,49014
0.1082,68240
0.1346,64253
0.224,42428
0.6098,25022
0.213,23212
0.0256,71540
0.1178,16361
0.0664,36104
0.1428,37070
0.1432,17410
0.0216,26606
0.0006,53746
0.3296,23721
0.0206,53056
0.121,17161
0.2074,35108
0.0522,16766
0.0088,57229
0.2016,23456
0.0666,12015
0.2052,40159
0.0434,65502
0.5456,72650
0.0562,2590
0.101,49437
0.0062,42645
0.0024,31491
0.0282,56970
0.1432,60710
0.056,43308
0.168,4767
0.08,24568
0.0336,54429
0.1066,56793
0.1258,18906
0.1392,61031
0.0944,60277
0.024,15435
0.179,25041
0.0784,32915
0.0722,9964
0.0496,60834
0.0344,69950
0.1192,43755
0.1718,48859
0.2228,47392
0.3278,53077
0.1174,51736
0.169,62242
0.0532,62422
0.0398,156
0.0256,41937
0.0452,17495
0.3026,14137
0.3222,35016
0.2024,60193
0.0024,31612
0.051,39246
0.062,59711
0.0304,68308
0.1858,22281
0.0132,44254
0.1774,2332
0.1728,9622
0.1484,30159
0.1454,30764
0.0776,43007
0.4364,45042
0.0618,47465
0.2026,71016
0.3702,8123
0.0258,19188
0.04,66850
0.0568,48461
0.0352,38444
0.045,15014
0.0076,62492
0.8384,26073
0.1092,51486
0.2636,35206
0.2794,60557
0.091,11353
0.179,13047
0.0916,9504
0.1128,14453
0.5914,19215
0.0212,66046
0.0556,35933
0.0476,67353
0.1214,40387
0.047,49945
0.0816,20991
0.127,66626
0.0744,15296
0.149,14181
0.1132,63577
0.164,10505
0.0304,57526
0.0168,55479
0.1132,64510
0.2888,9833
0.0568,27644
0.025,48021
0.083,7524
0.1112,30064
0.0894,48281
0.6856,25208
0.5716,58210
0.0234,67509
0.025,39156
0.195,38341
0.311,26040
0.0176,58993
0.7364,72072
0.0024,30070
0.1506,9844
0.0814,3087
0.0564,67121
0.0002,57048
0.0608,37200
0.1408,51731
0.0378,8843
0.0008,11649
0.648,32069
0.082,37795
0.0074,50336
0.007,53735
0.01,48814
0.1192,34885
0.053,22907
0.5086,69209
0.1472,51605
0.0884,68131
0.007,27919
0.0806,56839
0.1408,7609
0.1312,39370
0.239,27903
0.082,35534
0.1376,24426
0.0728,46754
0.173,65997
0.0624,21728
0.022,3134
0.042,52286
0.1106,59529
0.0052,55134
0.0302,23909
0.03,43558
0.6946,26041
0.032,32658
0.2032,20213
0.0792,30125
0.108,5686
0.1128,4384
0.1374,26676
0.092,46350
0.0316,10377
0.1136,63298
0.372,62595
0.0998,65377
0.1908,15929
0.1252,48328
0.1608,6374
0.027,45800
0.0632,34634
0.114,33231
0.2584,11659
0.1012,6033
0.2198,87
0.0278,38478
0.0158,58269
0.0468,20781
0.1726,42951
0.1942,51419
0.0932,14302
0.1266,71793
0.0754,2385
0.022,64347
0.1124,20168
0.1386,7129
0.153,10124
0.01,32252
0.2286,16821
0.1532,32135
0.0054,27722
0.0,18666
0.2906,11079
0.0808,2178
0.271,6246
0.0978,35191
0.0196,27280
0.288,405
0.0072,53200
0.0654,20469
0.2278,990
0.0178,55562
0.0748,24457
0.0028,55552
0.0124,10496
0.0262,29296
0.0196,15337
0.109,58593
0.1594,20154
0.3838,42461
0.1166,31934
0.0508,897
0.0988,12235
0.0324,48773
0.7,32151
0.0934,45214
0.0364,72102
0.2874,48559
0.202,70308
0.1776,70276
0.0608,21134
0.1646,26823
0.0338,47603
0.0352,6785
0.172,72038
0.1346,66058
0.1346,954
0.0826,2343
0.0786,35
0.0366,24116
0.121,38961
0.101,17029
0.321,7876
0.0092,1198
0.0182,9264
0.0488,46982
0.0086,63210
0.2092,71818
0.0186,8086
0.0524,7622
0.0396,35103
0.0884,52757
0.0862,43295
0.1504,17027
0.0336,71404
0.7096,32060
0.0484,10167
0.011,53574
0.1152,6477
0.0638,72503
0.1306,23056
